,document,star,label
23,평점 조작 뭐임.. 뭘 말하고 싶은지 재미도 감동도 교훈도 없음. 걍 역겹고 밥맛 떨어졌음. 우한 뚫고 영화관 갔는데 시간과 돈이 너무 아깝다. 저 배우들 데리고 뭘 찍은건지.. 토나옴 ,1,0
24,관람객평점 알바란게 이런거군요 조조로 보고왔는데집에서 잘걸 괜히 영화관에서 잤네요재미도없고 반전도없고 좋은 배우들 데려다 왜 이런영화를 찍는지... 안타깝습니다 ,1,0
25,다들너무연기를잘하고일단 이런 스토리탄탄한영화 오랜만이네요 굿굿구성도재밋고 ,9,1
26,이 영화 제목은 관객들에게 하는 말... ,1,0
27,보는 내내 어디서 이런 느낌을 느껴봤더라 했더니 그건 바로 아수라.딱 아수라 봤을 때 그 느낌. 본 사람들은 뭔말인지 알 것이다 ,4,0
28,1점도 아까운영화뭘보라고만든건지모를영화뇌가더러워지는기분 ,1,0
29,정우성은 양아치연기만하면..이상하네..범생이가 양아치 흉내내는 느낌? ,1,0
30,관람객진짜 지푸라기라도 잡고싶다. ,1,0
31,아.. 진짜 메세지는 알겠는데 너무 어설퍼요 모든게 .. ,2,0
32,와..진짜 전도연 때문에 1달전부터 기대하고봤는데 진심 유열의 음악앨범 그거보다 더 쓰레기급..윤제문은 왜 나온거? 스토리가 진심 OOO기중에 역대 쓰레기 작품인듯..와 이건 진짜오랜만에 화가나네..정우성 연기는 진...,1,0
33,평점보고 영화 봤다가 통수맞음 ,2,0
34,재미없음 멀  의미하는지 모르겠어 ,1,0
35,음 명배우들 모아서  이런노잼만들다닠ㅋㅋㅋㅋ내가 젤 솔직하다 ,2,0
36,진짜 개노잼 개연성이라곤 1도 없고 뭘 말하고 싶은건지도 모르겠음누가 이 영화 내용이 뭐냐고 물어보면 대답 못할거같음 왜냐면 봐도 모르니까제발 보지마세여 ,1,0
37,관람객돈아까워  시간아까워  기분더러워 ,2,0
38,ㅎㅎㅎㅎ 이건다 알바인가..보고왔는데 그저그럼 내용이 왔다리갔다리 재미는 없고 전도연은 이쁨 ,2,0
39,진짜 역대급노잼 절대 보지마세요 ,1,0
40,관람객진짜 재미없어요 맛있는거 사드세요. ,1,0
41,정우성? 믿고 거르면 되겠다 ,2,0
42,관람객기다렸는데그냥그래요 ,7,1
43,오늘 보고 왔습니다. 정말 재미없네요..8000원내고 수면하고 옵니다.글구 왜 19금인지도 모르겠네요...사건 하나가 안터지는 아주 잔잔한 영화였습니다.내가 졸린데 잠을 잘 못 잔다하시는 분들께 강추드립니다.불면증도...,1,0
44,배우들 네임드는 올스타 급인데 이렇게 영화 만들기도 어려울거 같습니다 제2의 아수라가 될거 같은 강한느낌 ,1,0
45,배우들의 폭발하는 연기력ㄷㄷㄷ ,10,1
46,알바 개새들 보소 ㅋㅋㅋㅋ ,1,0
47,관람객스포일러가 포함된 감상평입니다. 감상평 보기너무 기대를 했나 그냥 전도연 볼려고 봤음 별로 ,1,0
48,뭘 말하고 싶은건지를 모르겠어서 보다가 중간에 나옴 제 취향은 아니였네요 ,1,0
49,인정할 수 밖에 없는 영화 ,10,1
50,관람객전도연 배우 연기는 물론이고 스토리도 최고였습니다.. 정말 재미있게 봤어요 꼭 보시길... ,10,1
51,관람객믿고 보는 배우! 역시 연기가 대박이예요!! ,10,1
52,스포일러가 포함된 감상평입니다. 감상평 보기원래6점줄라다가 평점조작 심해서 0점준다 ,1,0
53,결말부가 아쉽긴하나 전체적으로 만족스러움 ,8,1
54,관람객이런막장 스토리의 영화는 처음봐요 배우들의 연기는 말할것도 없지만 스토리가 너무나 터무니없이 개연성 없는 영화에요 하지만 보실분들은 보지말라고 말리고 싶진않지만 그만큼 추천하고 싶은 영화도 아니에요 ,7,1
55,역시나 전도연음악과도 잘 어우러져서 재밌다 ,8,1
56,무한도전 돈가방을 갖고 튀어라가 더 재미있습니다.이건 참.. 무엇인지 돈가방 찾았다~ 도망가~ 으앙 쥬금~(BGM) 둥 땅 뚱 땅 뚱땅 뚱땅 땅 돈가방 찾았다~ 도망가~ 으앙 쥬금~(BGM) 둥땅땅둥땅 땅 뚱땅 뚱뚱...,1,0
57,진짜 정우성 연기 못하는거 같음  긴장감도없고 돈아까움 ,1,0
58,접속 내마음의풍금 너는내운명 밀양 하녀....이번에도 전도연으로 시작해서 전도연으로 끝 ..☆ ,10,1
59,관람객너무너무 지루하다 나한테는 긴장감이 없다 나한테는 ,2,0
60,예고편을 보고 재밌을 것 같아 관람했는데 기대를 져버리지 않네요 시간가는 줄 몰랐습니다. ,10,1
61,재밋네요 재밋어요~~ ,10,1
62,관람객뭘 말하려는 지 모르겠고 긴장감도 없고 영화보면서 이게뭐냐 싶음 연기는 잘 하는데 이 사람들 가지고 왜이런영화룰 만들었는지 참.. ,1,0
63,살다살다 이런 개그지같은 영화 첨보네요 저게 영화냐? 휴.. 제발 이제 한국영화 좀 독점 그만합시다  문화적으로 미개합니다 왜 자유롭게 선택해서 볼 자유를 박탈하는지요 여기가 공산주의입니까? 왜 한국영화만 상영관독점...,1,0
64,칸의 여왕 전도연배우님 보는것만으로도 영화 값어치는 충분합니다. 섹시하면서도 특유의 아우라가 압권7여명의 등장인물들이 따로 놀지않고 각각의 스포트라이트가 잘 비춰진점이나 인물묘사가 좋았네요.드라마 99억의 여자 생각...,10,1
65,장면 하나하나 긴장감을 놓을 수 없는 완벽한 영화 ,10,1
66,평점 알바밖에 없노... 정우성 전도연 믿고 봤더니 낚인기분 그냥 어이없어서 웃음밖에 안나오네 삼류영화에 정우성 전도연 나오는 느낌이누 1점도 아깝다 ,1,0
67,볼것은 정우성빼고 나머지분들의 연기 .호불호 무지하니 갈릴영화 .중반부터 한숨이 여기저기 터져나옴 ,2,0
68,긴장감 하나도 없어요... 지루하고 졸립니다. 알바 많네요 ,1,0
69,어디서본듯한 뻔한 스토리..이름만 유명한 배우는 여전히 연기 못하고..새로운 얼굴들이 연기가 더 좋네요 ,2,0
70,여윽시 믿고 거르는 그배우답게 노잼 ,1,0
71,조작된 평점에 당한 게 분해서 댓글 남기는 건 처음... 교훈도 감동도 없고 정신이 피폐해졌다 ,1,0
72,"이거 9점대라는건 평점알바입니다.아수라는 개연성이라도 있었고 캐릭터들 연기력보는 맛이라도 있었지, 이건 다크하고 찜찜할뿐 캐릭터들 죄다 답답하고 개연성도없어요.솔직히 6점짜리영화인데 평점알바에 대항하기위해 2점 투척...",2,0
73,알바 그만 쓰자. 스토리 구려 캐릭터 구려 근데 연출이 제일 구리네요. 이렇게 참 재미없고 의미까지 없이 연출하는 영화는 또 오랜만이네요 돈아까우니 제발 보지마세요... ,2,0
74,노잼입니다 보지마세요 ,1,0
75,"내가 이딴걸 우한폐렴의 위험을 뚫어가면서 표값 만원을 내고, 그것도 여친까지 끌어들여 봤다는 사실에 깊은 자책과 후회를 남깁니다. 부디 아직 안 본 여러분은 이렇게 되지 마세요... ",1,0
76,별로입니다 배우는 좋은데....ㅜㅜ ,1,0
77,평점조작 에바다 딘짜 영화 끝나고 나오면서 엘레베이터에서 사람들이 다 욕하던데 ㅋㅋ헛점이 너무 많은 영화 ,1,0
78,영화가 재미가 없네에~~!! ,1,0
79,매번 느끼지만 정우성은 이런 까진 캐릭터 못 함 아수라때마냥 오글거림 이 영화는 전적으로 전도연이 다 살림 그 외에 볼 게 없음 ,2,0
80,별1개도 아까움 개연성 제로 ,2,0
81,뭔가를 흉내내고싶었던 영화같다. 어설프고 지루하다.정우성 연기 너무 어색하다... ,1,0
82,관람객으에엥 별루 지루하고 ㅈ업ㅎ음 ,2,0
83,관람객와 이정도 배우를 모아놓고 이러네 1점도 아까움 진짜로 ,1,0
84,관람객재밌는데  뭔가  부족한 느낌이고  어설픈 느와르느낌도난다.  영상미가 참 돋보인다 ,7,1
85,차라리 1917 한번더봄 징짜루 ㅇㅇ ,1,0
86,"중반부 도입 정도까지는 스토리가 괜찮다 싶었는데, 중반 이후의 스토리는 전개가 너무 억지같네요.... 지인에게 얘기할때 ""그저 그렇다"" 정도도 안될만큼 전혀 추천하고 싶지 않은 영화입니다. ",1,0
87,아직보지않으셨다면 계속보지마세요. ,2,0
88,진짜 실망입니다그냥 세상에 돈이 다인것같은 영화 ,2,0
89,사람죽이는게 아무것도 아닌 이런 영화 정말 싫다. 보고나서 기분 개더러워짐 ,2,0
90,"하,,, 영화보면서 내가 지푸라기라도 잡고싶었다,,, ",1,0
91,그냥... 잔인한 폭력 오락물... 메시지도 교훈도 없는... ,4,0
92,정우성의 연기 기대하고 봤는데 뻔한 스토리 늘 보던 우리의 영화현실... 한마디로 돈 아깝다! ,2,0
93,잔인하고 내용없고 진부하고 안 웃기고도대체 전도연과 정우성은 왜 이런 영화에 출연하였는가..;; ,1,0
94,정말  정우성은  반성하고  연기발음  발성지도 좀  받았으면 ...   가볍고  또  가볍구나     다른배우들한테  민폐다.    전도연때문에  본거지만  화가 날  지경이다.    나머지  멀쩡한배우들 데려다놓...,2,0
95,대가리깨진 정우성이네 ,1,0
96,등장인물들은 엄청난것에 비해  내용은 없네요 ..평가 알바쓰시는건 아니시죠? 다들 어찌  평이 이렇게 좋을수있습니까? ,2,0
97,아수라 2네 개판영화다 보지마라 ,2,0
98,관람객전도연은 좀 나중에? 중간쯤 나오는데 그때부터 분위기 휘어잡는 연기는.. 그리고 인물들이 엄청 많이 나오는데도 몰입감 최고였어요 ,10,1
99,한국판 타란티노 영화라는 ㅅㄲ 뇌가없는거 맞지? ,1,0
100,뭐지.. 보는내내 내돈 아깝다.... 평점10.. 왜10이지..보다가 그냥 잠듬.. 옆에서 다본친구도.. 노잼..이라며... ,1,0
101,와 이걸못피했다 한해첫영화를이딴식으로시작해버렸네 ,1,0
102,정말 한국영화의 미래가 걱정이네. 자신의 욕망을 위해 영화를 만들면 여러사람 고생이다. ,1,0
103,"관람객한 장면, 한 장면 버릴 게 없는 고농축 존잼! 스토리, 캐릭터, 연기 모두 하이텐션으로 즐기고 나올 수 있는 영화, 간만입니다! ",9,1
104,"A급배우들로 만든 B급영화.중반부터는 개연성이 상당히 떨어지고, 관객들이 예상하는 그대로 스토리가 흘러가서 촌스럽다는 느낌을 준다. 전도연의 도도하고 섹시한 아름다움 하나는 건졌다.돈아까운 정도는 아니지만 가급적 집...",4,0
105,관람 전 평점을 보고 알바같은데 라고 의심했고관람 후 확신했다. ,3,0
106,ㄹㅇ 역대급 재미 없다..칼로 쑤시고 죽이고 끝 ,2,0
107,관람객 평점밖에 없다는건 아직까진 알바댓글 이란것...ㅋ ,1,0
108,배우들연기가 다 살렸다..끝 ,2,0
109,관람객전도연은 진짜 너무 멋있음 ㅠㅠ 진짜 만족스러운 스릴러 ㄷㄷ ,10,1
110,차라리 내가 지푸라기를 잡고싶었다 ,1,0
111,진짜 죄송한데 너무 노잼.. 배우들 때문에 본건데 왜 이 영화를 택하신거지..? ,1,0
112,지푸라기 수확하는게 더 잼겠네 ,2,0
113,전도연의 연기는 명불허전이었지만 항상 비슷한 역할도 그렇고 노출이 꼭 들어가는 점이 별로였네요 ,2,0
114,진짜 너무 지루합니다 T_T ,1,0
115,스포일러가 포함된 감상평입니다. 감상평 보기조조 m포인트 3500원관람아 재미없다 존나 재미없다내용도 없다 잘좀만들어주세요 ,1,0
116,건전한 평점 문화를 만듭시다.. ,1,0
117,네이버 평점 관리 안하네... 최근 개봉작들 웬만하면 8점 다 넘음. 쓰레기까지도.... ,1,0
118,첨봤다 이렇게잼없는영화 ,1,0
119,지푸라기라도 잡아서 영화관에 존나게 던지고 싶다 ,1,0
120,기승전결이 아니라 전도연전 전도연후로 나눠지는 영화다.배우들 열연에도 이 영화가 흥행이 힘들어 보인다. 전반이 너무 지루하고 노잼 ,2,0
121,"스포일러가 포함된 감상평입니다. 감상평 보기처음 젊은여자 연기력때문에 몰입이 잘 안되고 쓸데없는 등장인물이 너무 많다. 젊은여자 남편, 짱깨, 윤제문, 창모, 붕어, 지배인, 배성우 아내 이 7명은 필요없는 역할이다. 서사가 너무 뻔하고, 중구난방인 전개로 ...",1,0
122,큰돈 들어오면 아무도 믿어선 안돼 그게 네 부모라도 ,10,1
123,똥누고 바지그냥올린기분 찝찝해요 그냥 멍하니 보다가 끝났어요. ,1,0
124,영화를 선택하는 안목은 0.1점.배우들이 의심스럽다.부디 한국 영화에 바란다칼이 없는 영화는 못만드는 것인가..반만년 역사의 민족이 칼 나오는 시나리오 말고는구성력이 안되는 것인가..하..깊은 한숨이 나온다.제발 평...,1,0
125,제목 꼬라지부터 보기싫기 지어놨네 ,1,0
126,왜 이렇게 만드셨나요 감독님... 스토리에 신경을 더 쓰셨어야죠...죄 없는 윤여정 님은 왜 이런 캐릭터로..진짜 배우들이 아깝다... 너무 속상하다 재미있길 너무 바라고 엄청 기대했는데..관객이 그 어느 인물도 따...,1,0
127,알바 많이 풀었다 엄복동 코로나 피했는데 이걸못피했어 ,1,0
128,안본 알바들 천지네 티너무난다ㅉㅉ 한심해배우아깝다... ,2,0
129,클레멘타인 댓글들은 귀엽기라도하지..여기가 알바천국이네 ,1,0
130,ㅋㅋ 와 8점대라는게 ㅋㅋ 웃음 밖에 안나오네요.. ,1,0
131,노잼 최근에 본 영화중 제일 노잼 ,1,0
132,개소리야 ㄹㅇ 쌉노잼입니다 평점 왜래높노 ,1,0
133,정우성 말아먹은 영화가 몇개냐은퇴하고 난민이나 돌봐라 ,1,0
134,실망 그리고 또 실망그저 잔인하게 죽이는 방법 교본같다... 스토리도 초등교본 수준.. 왜 이런 영화를 봤는지... 일주일은 찝찝할 것 같다... ,1,0
135,아....이건 뭔내용이야 핵노잼 ,1,0
136,지푸라기는 진짜 내가 잡고 싶다. ,1,0
137,재 미 없 어 요 ,1,0
138,감독이 유명배우 다 불러놓고 고급뷔페를 예상하고 찍었는데 쉰내나는 개밥이 등장 어짜피 망할꺼 코로나 핑계대자하고 급개봉 근데 그중에서도 하위권이라 코로나 아니었어도 똥망영화 ,1,0
139,영화계도 조선족알바쓰겄지 시간아깝네 ㅅㅂ ,1,0
140,평점 조작인가봐요??로그인하게 만드네 ㅋㅋㅋㅋ진심 개연성 없고 재미없어요절대로 보지마세요 ㅋㅋ타임킬링도 아까움정우성 연기 개못함 ,1,0
141,전도연은 가게사장이고 벤츠끌고 기사까지 있던데 왜 살인을..? 자기도 남편한테 폭력당했다는 복선은 무엇..? 펜션은 무엇..? 마지막에 어차피 혼자 배탈수있었으면서 정우성은 왜 찾아감?.. 부검은 4프로고 우울증으로...,2,0
142,와..메가박스 쿠폰으로 봐서 다행이지.. 진짜 개망작. 전도연 연기만 기억에 남는다. 개인적으로 개연성없이 군더더기 많은 스토리 진짜 싫어하는데 개비추. ,2,0
143,코로나라 관객없으니 댓글 알바들 존나게 후라이들까내 ㅋㅋ영화 아수라 처럼 이도저도 아니다 ㅋㅋ 난 그냥 나만죽을란다동지들은 내말로써 살길바라오 ,4,0
144,진짜 재밌나..ㅎ;; 개ㅂㄹ임 ,1,0
145,스포일러가 포함된 감상평입니다. 감상평 보기그놈의 룸싸롱 지겹지도않나? ,2,0
146,전도연님 연기는 진짜 대단하네요. 처음부터 끝까지 긴장감 넘쳐서 잠시도 다른 생각할틈 없는 영화였어요~ ,10,1
147,지푸라기로 한 대 패고 싶었다. ,1,0
148,너무 재미없어서 영화관에서 그냥잤다 ㅋㅋ이 영화 만들돈으로 그냥 마스크 공장하나 차려서 돌리는게 더 이득을듯 ,1,0
149,아니 10점만점 베스트댓글 죄다 같은류의 전도연연기~ 어쩌고 진짜 주작이있는가보다..? 별점 10점 짜리댓글 한 20개밑으론 전부 별1점임 참고하고 영화보세요 ,1,0
150,개 쓰레기같은 영화~!!! ,1,0
151,다보고나서 지푸라기 한참 찾음지푸라기도 없다 아무것도없어... ,1,0
152,알바들이 쓴 멘트들은 고대로 복사해다가 다른영화에 써도 되겠음 ㅋㅋ ,1,0
153,"다음부터는 평점을 점수가 아니라 내용까지 보고가야겠다는 깊은 교훈을 던져줌. 이 좋은 배우들을 재료로 대체 무얼 만들고 싶었던걸까. 개연성도, 시사점도, 그렇다고 볼거리나 유머조차도 잘 모르겠다. ",1,0
154,너무 재밌게 봤습니다! 최고! ,10,1
155,영화내용 요약해드림 돈가방든 한명 뒤에누가 칼찌름 죽음 근데 또 뒤에서 칼찌름 죽음 근데 뒤에서 또 칼찌름 죽음 또 죽음 또죽음 계속이거 반복 ㅋㅋㅋ 돈가방 잡으면 5분안에 꼭OO 쌉 노잼ㅋㅋㅋㅋ ,1,0
156,응 난민충 연기 보톡스 오지게 맞아서 후져서 안봐~ ,1,0
157,근래에 본 영화 중에서 내가 돈을 받아야했다는 생각이 든 영화였음 ㅎㅎ ,1,0
158,난민요정 정우성 요즘 ㅈㄹ조용하네 ,1,0
159,ㅎㅎ영화관계자들이 머리좀썼네..다 만들고 2년뒤에나 개봉했을때부터 알아봤지만 진짜 너무 심하게 노잼이라 어짜피 망할거 지금 시기에 개봉하면 영화때문이 아니라 우한페렴때문에 망한거라고 정신승리 할수있는 좋은 핑계거리가...,3,0
160,보는내내 지루했어요.. ,1,0
161,정우성의 연기는 순수그자체 라고 볼수있습니다 국어책을 또박또박 읽는듯한 대사처리와 거짓말을 할줄모르는 어린아이가 억지로 거짓말을 하는듯한 순수함이 돋보이는 작품입니다 ,1,0
162,관람객살짝 아쉬움.반전이 잇을줄알앗는데. ,3,0
163,코로나 때매 진짜 지푸라기라도 잡고 싶은 거임 ㅋㅋㅋ ,7,1
164,개연성 없고 재미도 없고 안타깝다 ,1,0
165,보면서 이게 뭐지? 했던..스토리가 탄탄하긴 무슨 ,2,0
166,네... 평점 믿고 재미나게 보세요. 그럼 저 처럼 영화 끝나고 ^^ㅣㅂㅏ견이 나올거에요 ,1,0
167,아수라2였음.. 심지어 김성수가 감독인 것도 아니었는데 ,1,0
168,솔직히 코로나 때문에 망한건아니고 진짜 영화 자주보는데 이건 핵핵핵핵  최고노잼.. ,1,0
169,좋은 댓글은 다 날짜가 2월19일이네.. ,2,0
170,코로나때문에 지푸라기라도잡고싶어본 영화인데ㅋㅋ정말 통수맞은느낌ㅋㅋㅋ그배우들을가따가..ㅂㄷㅂㄷ ,1,0
171,진짜 잡스럽다..정우성 연기는 추하고.. 4점정돈 줄만한데 내 생각보다 평점이높은거 같아 1점준다 ,1,0
172,인생에서 가장재미없는영화 이렇게 재미없게 만드는것도 재주는 재주다 ,1,0
173,지푸라기라도 잡고 싶은 짐승들지푸라기라도 잡고 보지말라고 말리고  싶다 보지마 최악이야 ,2,0
174,정말 이런 배우들로 이런 졸작을 만들수도 있구나.. ,1,0
175,후라이팬이라도 잡고 싶은 우성이형. ,1,0
176,평점알바가 진짜 있구나 깨달았다진심 노잼 감독 진짜 노답 ,1,0
177,"지푸라기라도 잡고 싶은 감독님! 맞제,, ? OOO 영화 맹글어놓고 주작으로 관객수 올리고싶었제? 지금 코로나만 아니었어도 관객들한테 육두문자로 두들겨 맞았을 영화인데.. 관객이 없어서 별점 주작 수월하니 좋제? ",1,0
178,지푸라기가 아니라 멱살을 감독의 멱살을 부여잡고 싶었습니다. ,1,0
179,관람객아쉽네요 ,4,0
180,이걸 영화라고 만들었냐? ,2,0
181,휴....또 평점알바에속았네 ㅠㅠ9시조조개봉하자마자 평점이막쏟아져서 혹시나했는데 1917이 항공모함이면 이영환 종이배수준 ,1,0
182,알바들이 판을치네....영화 보는동안 내돈 내시간이 너무 아깝다는생각밖에 안들었네요.... ,1,0
183,"스포일러가 포함된 감상평입니다. 감상평 보기유명한 배우들 불러다가 공무원,술집마담,술집녀,술집에 놀러간 사람들이 돈가방 하나때문에 사람 죽인다는 설정 자체가 개연성이 많이 떨어져 재미가 없네요. ",1,0
184,스포일러가 포함된 감상평입니다. 감상평 보기전도연이 다했다는말은 공감이되는데그냥 그 1장 2장 나올때 소리가 소름돋았고칼 찌르는장면이 너무 나와서 소름돋았어요근데 이해안되는게 마지막에 열쇠를 왜 청소부가 줍죠? 원래라면 경찰이 가져가야맞는거 아닌가 이해가안되...,1,0
185,진짜 평점에 낚여서봤는데...너무저급영화.. 배우들스팩에 낚임.. ,2,0
186,정우성 나와~!!!! ,1,0
187,정우성이는 연기를 그만큼 했는데 안늘어 연기가 ㅋㅋ ,1,0
188,개노잼 영화 절대보면안됨 평점 알바오진다진짜왼만한영화다봤지만 재미없다고 평점올린건 이게 처음 진짜 후회하지말고 이거 보지마 ,1,0
189,전도연때문에 1점 준 영화 진짜 높은 점수 준 사람 영화 볼 줄도 모르는 거임진짜 왜 보냐 스포는 무슨 궁금해하지 않아도 됨조만간 집 티비에 무조건 뜰 각 ,1,0
190,다들 알바인가요 역대급 노잼 ㅡㅡ 돈아까움 유명 배우들로 이런 영화라니... ,2,0
191,스토리 산으로 갔는데도 뻔하고 평점알바에 낚임. 돈아까워 ,2,0
192,제발 댓글알바에 낚이지 마세요 개연성없는 스토리영화 돈낭비하지마세여  ㅠㅠ ,2,0
193,난민왕 정우성 잘하고 있냐?이런 개같은걸 영화라고 찍고 있냐? ㅋㅋ스크린쿼터는 개한테 줘야 하는듯... ,1,0
194,전도연 화장실에서 죽엇을떄 감식반이 돈가방 키 발견안하고 뭐했을까??? 청소부가 발견? 마지막에 억지엔딩 ,1,0
195,관람객예상가능한 스토리 그저 배우들의 연기력만 볼뿐 ㅠ ,2,0
196,별로. 오글거림..전도연 연기 항상 똑같음. ,1,0
197,돈주고보기 진짜아깝다 보지마세요 핵노잼 ,1,0
198,와 진짜 한개도 아까워여 ... 진짜 평점 안쓰는데 진짜 무엇을전하고싶은건도 모르겠고 진짜 헛웃음나와여 ,2,0
199,이 배우들이 왜 이런 시나리오를 택한건지 이해가 안되네...연기력이 튀어나올만한 상황도 없고...무슨 얘기가 하고싶은건지도 모르겠고... ,4,0
200,정우성은 믿고 거름 ,1,0
201,온갖 비싼 재료 다 때려 쳐 넣고 펄펄 끓이다 태움 ,1,0
202,정말 처음 달아보는데 별루다 기분모같아짐.. ㅡㅡ ,2,0
203,"타란티노 들먹이지마라, 국제 망신이다. 기생충이건 타란티노건 영화적으로 유명한 아이콘들 이딴 영화 마케팅으로 소비하지마 ",1,0
204,지푸라기 잡고 싶음. ㅠ.ㅠ ,1,0
205,코로나 덕분에 핑계거리 생겼네 고마워해라 ,2,0
206,영화 보는 내내 정말 지푸라기라도 잡고 싶었다 ,1,0
207,알바 진짜 많내...심각하내 진짜 ,1,0
208,노잼이네여...  배우들이 아깝다 ,1,0
209,진짜영화보면서 기분더럽고 찝찝한 적은 처음이었음스토리전개가 무슨죄다 뒤통수치고 살인하는 걸로만 진행됨어쩌다 한국영화가 죄다 이모냥이꼴이 됐는지...좋은 배우들 데려다가 그냥 트렌드틀에 맞춰서 붕어빵처럼 찍어낸듯한 영...,1,0
210,무슨 의도를 갖고 만든건지 알 수가 없다 개연성도 없고 배우들의 역량을 전혀 살리지 못함.그래도 둘이 영화보는 시간은 좋았다 ,1,0
211,정우성 연기 너무 못함.윤제문의 정체는 도데체 뭔지.우리나라영화 여자들은 거진 술집여자로 등장.영화에서 남자가 여자 고르고 남자 옆에 여자 앉히는 장면 좀 그만 보고 싶다.시대에 뒤쳐지는 설정들.원작을 안 봤음에도 ...,3,0
212,"감독이 죽이는 영화를 찍고 싶었나 본데, 굳이 이런 출연진을 이런 플롯에? 개연성,긴장감 제로 ",4,0
213,뭘 말하려는지 모르겠고 내용이 중구난방이다 배우들이 정말 아깝다 이 배우 라인업으로 고작 이런 영화를 만들다니 ,1,0
214,관람객배우들이 출중해 기대했는데 내용이 아쉬웠다. ,4,0
215,난민들이 좋아할 영화ㅋ ,1,0
216,조금 색다르긴했음. 파트별로 나누어서 진행한것도 괜찮고 근데 평점이 넘 높다 8점정도가 적당한데 ,1,0
217,정우성 망하는거 기분개좋노ㅋㅋ ,2,0
218,스포일러가 포함된 감상평입니다. 감상평 보기왜 있는지도 모를 인물도 있고영화에서 비중 1도 없는 인물들이 메인포스터에 얼굴 걸려있음 초중반 너무 지루했고 전도연 등장부터는 좀 나아졌으나 개연성이 부족한것같고 굳이 저렇게까지 목숨을걸고 혹은 죽여야했나 싶음 조...,2,0
219,알바들좀 그만 써라 평점알바 써서 관객수채우려고하내진지하게 전도연연기말곤 볼것도 없은영화 ,1,0
220,아니 ㅋ댓글들 날짜랑 시간보니깐 어이가없네 ㅋ무슨 개봉첫날 조조로 보러가도 저렇게 빠르진 않겠다 저많은 인원이 전부다 시사회 가서 본건 아닐테고ㅋ 결국 댓글 조작이네? 진짜 드럽다이렇게라도 호구잡고싶냐? 절대 영화 ...,1,0
221,우성아 이번엔 '문재앙 나와!' 같은건 안하냐???? 어째 아가리 꾹 닫고있다?! 일침 그렇게 좋아하면서 ㅋㅋ ,1,0
222,30대인데 한국영화나오는거 다 본다. 근데 ... 또 당했다 ,1,0
223,네이버 평점은 왜 좋아요 따봉버튼 반영 안하냐? 별갯수만 필요한거야? ㅋㅋㅋ네티즌이랑 관람객은 왜 나눴냐? ,1,0
224,30년 인생 살면서 역대급으로 노잼돈 아깝다. ,1,0
225,절대보지마세요 평점알바생 너무 티난다 ,1,0
